no category yet,GlobalEmpireRecords,Fri Dec 08 20:40:07 +0000 2017,Psalm 147:4  #GlobalEmpireRecords #GlobalEmpire #Empire https://t.co/NYDtp48zBn,GlobalEmpireRecords,GlobalEmpire,Empire,
no category yet,D-Cember 22nd,Fri Dec 08 20:40:02 +0000 2017,Deadass almost cried in that last scene. Pamela aint even real?!! My nigga... #Empire https://t.co/u9E3Q5SeQ0,Empire,
no category yet,SeptembersVeryOwn,Fri Dec 08 20:39:39 +0000 2017,Wait a minute who was Andr on the phone with if Pamela isnt real tho #Empire https://t.co/1B0TsvrEq1,Empire,
no category yet,"PVAMU Women's Hoops",Fri Dec 08 20:38:07 +0000 2017,Come out and support your #Panthers as we take on Clemson today at 6:00pm. #WinTheDay #EMPIRE #TheHill #SWAC https://t.co/hI9dMn670d,Panthers,WinTheDay,EMPIRE,TheHill,SWAC,Empire,
no category yet,GOLDENCHILD B33ZY,Fri Dec 08 20:36:47 +0000 2017,Jus checked my cdbaby "Depressed" has over 9800 singles sold..LETS KEEP IT GOIN #RGM #INDEPENDENT #EMPIRE  https://t.co/aUfpWKH9JR,RGM,INDEPENDENT,EMPIRE,Empire,
no category yet,Alana ,Fri Dec 08 20:36:31 +0000 2017,"y'all #Empire is fucking crazy man ",Empire,
no category yet,Matt Mitovich,Fri Dec 08 20:35:46 +0000 2017,"Was #Riverdale Striptease Weird? Why Did #Empire Kiss Take So Long? Is #AgentsOfSHIELD's Yo-Yo Your Fave 'Speedster https://t.co/gRwrbxCQrJ",Riverdale,Empire,AgentsOfSHIELD,
no category yet,Nanci The Great,Fri Dec 08 20:34:57 +0000 2017,Cookie slid in that bih with a  whole piece lol #Empire,Empire,
no category yet,Nanci The Great,Fri Dec 08 20:33:45 +0000 2017,Jamal... boy.. put the bottle down.. #Empire,Empire,
no category yet,.,Fri Dec 08 20:33:18 +0000 2017,"I've just watched episode S04E08 of Empire (2015)! #empire #tvtime https://t.co/TNa0ckOo89 https://t.co/LuJBjJGyLz",empire,tvtime,Empire,
no category yet,Diogo,Fri Dec 08 20:30:43 +0000 2017,#Empire got me shoooooook https://t.co/4Zx4X4F14J,Empire,
no category yet,Lanette,Fri Dec 08 20:30:00 +0000 2017,#Empire dude has 3 sets of kids with 3 different women smh ..,Empire,
no category yet,Nanci The Great,Fri Dec 08 20:25:38 +0000 2017,"How does Hakeem have the audacity to be mad at that girl when he left her!! Boy if you don't get your privileged sp https://t.co/ZJmP3S0N5N",Empire,
no category yet,THE TV BUFFS,Fri Dec 08 20:25:08 +0000 2017,Someone isnt real #Empire #EmpireFox https://t.co/LBfbyydP7O,Empire,EmpireFox,
no category yet,kareen chan,Fri Dec 08 20:22:29 +0000 2017,The #Empire of #Luxury #ETail #iviDataEXPERTISE #ecommerce #retail https://t.co/DHmNCwCJwH #ividata,Empire,Luxury,ETail,iviDataEXPERTISE,ecommerce,retail,ividata,
no category yet,johnson | dirrtyswag,Fri Dec 08 20:20:23 +0000 2017,Andre this whole season #Empire https://t.co/ohsfZIb9vt,Empire,
no category yet,CarolineAlexandra,Fri Dec 08 20:19:50 +0000 2017,Biggest plot twist when the girl Andre likes isnt even real!!! Omg @EmpireFOX damn you guys are good!!! Had me fooled!!! #poorAndre #Empire,poorAndre,Empire,
